sample_id,class,sigma,seed,E,eta,E_nir,parasitic_frac,fill_achieved,radius_scale,n_redraws,n_restarts
1577,jitter,0.0200,21260810,2.540155,0.356481,5.065679,0.040990,0.384845,1.000000,0,0
1578,jitter,0.0200,21260811,2.540740,0.356563,5.087357,0.040765,0.384845,1.000000,0,0
1580,jitter,0.0200,21260813,2.546232,0.357334,5.137966,0.041205,0.384845,1.000000,0,0
1582,jitter,0.0200,21260815,2.538704,0.356278,5.096564,0.041015,0.384845,1.000000,0,0
1583,jitter,0.0200,21260816,2.538287,0.356219,5.077323,0.040499,0.384845,1.000000,0,0
1584,jitter,0.0200,21260817,2.541364,0.356651,5.082970,0.040703,0.384845,1.000000,0,0
1585,jitter,0.0200,21260818,2.556729,0.358807,5.172155,0.041752,0.384845,1.000000,0,0
1586,jitter,0.0200,21260819,2.548711,0.357682,5.126269,0.041136,0.384845,1.000000,0,0
1587,jitter,0.0200,21260820,2.537775,0.356147,5.078200,0.040869,0.384845,1.000000,0,0
1588,jitter,0.0200,21260821,2.537802,0.356151,5.073723,0.041026,0.384845,1.000000,0,0
1589,jitter,0.0200,21260822,2.549352,0.357772,5.146018,0.041463,0.384845,1.000000,0,0
1590,jitter,0.0200,21260823,2.544354,0.357071,5.099499,0.041589,0.384845,1.000000,0,0
1591,jitter,0.0200,21260824,2.539750,0.356424,5.085360,0.040964,0.384845,1.000000,0,0
1592,jitter,0.0200,21260825,2.553036,0.358289,5.154171,0.041663,0.384845,1.000000,0,0
1593,jitter,0.0200,21260826,2.541475,0.356666,5.084960,0.040763,0.384845,1.000000,0,0
1594,jitter,0.0200,21260827,2.546677,0.357397,5.110513,0.041390,0.384845,1.000000,0,0
1596,jitter,0.0200,21260829,2.552144,0.358164,5.151213,0.041477,0.384845,1.000000,0,0
1597,jitter,0.0200,21260830,2.551026,0.358007,5.150827,0.041264,0.384845,1.000000,0,0
1598,jitter,0.0200,21260831,2.544504,0.357092,5.095965,0.041182,0.384845,1.000000,0,0
1599,jitter,0.0200,21260832,2.536336,0.355945,5.051172,0.040594,0.384845,1.000000,0,0
1601,jitter,0.0200,21260834,2.533998,0.355617,5.073347,0.040907,0.384845,1.000000,0,0
1602,jitter,0.0200,21260835,2.549248,0.357757,5.123527,0.041412,0.384845,1.000000,0,0
1603,jitter,0.0200,21260836,2.548477,0.357649,5.127610,0.041576,0.384845,1.000000,0,0
1604,jitter,0.0200,21260837,2.535932,0.355889,5.063782,0.041040,0.384845,1.000000,0,0
1605,jitter,0.0200,21260838,2.537065,0.356048,5.096005,0.040908,0.384845,1.000000,0,0
1606,jitter,0.0200,21260839,2.537614,0.356125,5.068516,0.040663,0.384845,1.000000,0,0
1607,jitter,0.0200,21260840,2.534134,0.355636,5.047567,0.041061,0.384845,1.000000,0,0
1608,jitter,0.0200,21260841,2.530699,0.355154,5.026397,0.040632,0.384845,1.000000,0,0
1609,jitter,0.0200,21260842,2.541513,0.356672,5.080450,0.040978,0.384845,1.000000,0,0
1610,jitter,0.0200,21260843,2.542442,0.356802,5.085696,0.041008,0.384845,1.000000,0,0
1611,jitter,0.0200,21260844,2.536009,0.355899,5.079468,0.041230,0.384845,1.000000,0,0
1612,jitter,0.0200,21260845,2.528496,0.354845,5.041063,0.040536,0.384845,1.000000,0,0
1613,jitter,0.0200,21260846,2.533079,0.355488,5.026970,0.040627,0.384845,1.000000,0,0
1614,jitter,0.0200,21260847,2.526255,0.354530,5.029500,0.040589,0.384845,1.000000,0,0
1615,jitter,0.0200,21260848,2.546379,0.357355,5.113159,0.041022,0.384845,1.000000,0,0
1616,jitter,0.0200,21260849,2.536751,0.356003,5.082934,0.040669,0.384845,1.000000,0,0
1617,jitter,0.0200,21260850,2.550695,0.357960,5.104729,0.041267,0.384845,1.000000,0,0
1618,jitter,0.0200,21260851,2.536408,0.355955,5.060721,0.041347,0.384845,1.000000,0,0
1619,jitter,0.0200,21260852,2.532576,0.355418,5.047358,0.040669,0.384845,1.000000,0,0
1620,jitter,0.0200,21260853,2.544035,0.357026,5.124139,0.041216,0.384845,1.000000,0,0
1621,jitter,0.0200,21260854,2.551316,0.358047,5.127188,0.041036,0.384845,1.000000,0,0
1622,jitter,0.0200,21260855,2.539379,0.356372,5.075447,0.040810,0.384845,1.000000,0,0
1623,jitter,0.0200,21260856,2.540131,0.356478,5.116696,0.041073,0.384845,1.000000,0,0
1625,jitter,0.0200,21260858,2.543932,0.357011,5.139852,0.041083,0.384845,1.000000,0,0
1626,jitter,0.0200,21260859,2.540558,0.356538,5.069100,0.040791,0.384845,1.000000,0,0
1627,jitter,0.0200,21260860,2.535866,0.355879,5.036324,0.040599,0.384845,1.000000,0,0
1628,jitter,0.0200,21260861,2.547128,0.357460,5.128327,0.041192,0.384845,1.000000,0,0
1629,jitter,0.0200,21260862,2.538274,0.356217,5.117474,0.041337,0.384845,1.000000,0,0
1630,jitter,0.0200,21260863,2.548307,0.357625,5.120664,0.041153,0.384845,1.000000,0,0
1631,jitter,0.0400,21270784,2.583151,0.362515,5.362541,0.044289,0.384845,1.000000,0,0
1632,jitter,0.0400,21270785,2.587955,0.363189,5.392839,0.043608,0.384845,1.000000,0,0
1633,jitter,0.0400,21270786,2.592541,0.363833,5.434059,0.044148,0.384845,1.000000,0,0
1634,jitter,0.0400,21270787,2.591421,0.363676,5.448389,0.044735,0.384845,1.000000,0,0
1635,jitter,0.0400,21270788,2.603663,0.365394,5.533641,0.045526,0.384845,1.000000,0,0
1636,jitter,0.0400,21270789,2.593293,0.363939,5.428591,0.044578,0.384845,1.000000,0,0
1637,jitter,0.0400,21270790,2.592655,0.363849,5.450903,0.044721,0.384845,1.000000,0,0
1638,jitter,0.0400,21270791,2.599992,0.364879,5.461773,0.044826,0.384845,1.000000,0,0
1639,jitter,0.0400,21270792,2.584857,0.362755,5.363789,0.043893,0.384845,1.000000,0,0
1640,jitter,0.0400,21270793,2.592549,0.363834,5.447006,0.044986,0.384845,1.000000,0,0
1641,jitter,0.0400,21270794,2.584913,0.362763,5.435229,0.044105,0.384845,1.000000,0,0
1642,jitter,0.0400,21270795,2.583089,0.362506,5.414350,0.044356,0.384845,1.000000,0,0
1643,jitter,0.0400,21270796,2.592784,0.363867,5.418917,0.044390,0.384845,1.000000,0,0
1644,jitter,0.0400,21270797,2.590064,0.363485,5.457554,0.045058,0.384845,1.000000,0,0
1645,jitter,0.0400,21270798,2.587465,0.363121,5.396174,0.044493,0.384845,1.000000,0,0
1646,jitter,0.0400,21270799,2.609957,0.366277,5.541785,0.045557,0.384845,1.000000,0,0
1647,jitter,0.0400,21270800,2.592081,0.363768,5.414445,0.044713,0.384845,1.000000,0,0
1648,jitter,0.0400,21270801,2.584643,0.362725,5.418354,0.045044,0.384845,1.000000,0,0
1649,jitter,0.0400,21270802,2.586116,0.362931,5.397472,0.044296,0.384845,1.000000,0,0
1650,jitter,0.0400,21270803,2.599547,0.364816,5.491255,0.044877,0.384845,1.000000,0,0
1651,jitter,0.0400,21270804,2.610999,0.366423,5.535681,0.046091,0.384845,1.000000,0,0
1652,jitter,0.0400,21270805,2.583588,0.362577,5.420981,0.044028,0.384845,1.000000,0,0
1653,jitter,0.0400,21270806,2.602927,0.365291,5.471425,0.045279,0.384845,1.000000,0,0
1654,jitter,0.0400,21270807,2.590459,0.363541,5.415080,0.044420,0.384845,1.000000,0,0
1655,jitter,0.0400,21270808,2.592255,0.363793,5.474948,0.044877,0.384845,1.000000,0,0
1656,jitter,0.0400,21270809,2.593790,0.364008,5.533563,0.045285,0.384845,1.000000,0,0
1657,jitter,0.0400,21270810,2.589861,0.363457,5.471371,0.044491,0.384845,1.000000,0,0
1658,jitter,0.0400,21270811,2.605757,0.365688,5.567227,0.045707,0.384845,1.000000,0,0
1659,jitter,0.0400,21270812,2.585481,0.362842,5.439415,0.044623,0.384845,1.000000,0,0
1660,jitter,0.0400,21270813,2.597621,0.364546,5.499437,0.044781,0.384845,1.000000,0,0
1661,jitter,0.0400,21270814,2.578977,0.361929,5.381908,0.043463,0.384845,1.000000,0,0
1662,jitter,0.0400,21270815,2.598060,0.364608,5.461970,0.044912,0.384845,1.000000,0,0
1663,jitter,0.0400,21270816,2.596111,0.364334,5.470407,0.045010,0.384845,1.000000,0,0
1664,jitter,0.0400,21270817,2.593591,0.363980,5.493556,0.045557,0.384845,1.000000,0,0
1665,jitter,0.0400,21270818,2.583672,0.362588,5.462625,0.044465,0.384845,1.000000,0,0
1666,jitter,0.0400,21270819,2.592539,0.363833,5.429578,0.044529,0.384845,1.000000,0,0
1667,jitter,0.0400,21270820,2.586790,0.363026,5.452195,0.043763,0.384845,1.000000,0,0
1668,jitter,0.0400,21270821,2.582209,0.362383,5.406868,0.043953,0.384845,1.000000,0,0
1669,jitter,0.0400,21270822,2.589382,0.363390,5.405594,0.044684,0.384845,1.000000,0,0
1670,jitter,0.0400,21270823,2.592720,0.363858,5.449610,0.044340,0.384845,1.000000,0,0
1671,jitter,0.0400,21270824,2.597974,0.364595,5.484305,0.045345,0.384845,1.000000,0,0
1672,jitter,0.0400,21270825,2.582865,0.362475,5.425537,0.044937,0.384845,1.000000,0,0
1673,jitter,0.0400,21270826,2.588331,0.363242,5.430500,0.044484,0.384845,1.000000,0,0
1674,jitter,0.0400,21270827,2.589529,0.363410,5.462621,0.044636,0.384845,1.000000,0,0
1675,jitter,0.0400,21270828,2.584878,0.362758,5.376945,0.044180,0.384845,1.000000,0,0
1676,jitter,0.0400,21270829,2.601314,0.365064,5.484080,0.045253,0.384845,1.000000,0,0
1677,jitter,0.0400,21270830,2.587019,0.363058,5.367416,0.044524,0.384845,1.000000,0,0
1678,jitter,0.0400,21270831,2.581231,0.362246,5.392966,0.044566,0.384845,1.000000,0,0
1679,jitter,0.0400,21270832,2.584317,0.362679,5.371480,0.044140,0.384845,1.000000,0,0
1680,jitter,0.0400,21270833,2.590817,0.363591,5.492656,0.045029,0.384845,1.000000,0,0
1681,jitter,0.0400,21270834,2.582966,0.362489,5.391415,0.044197,0.384845,1.000000,0,0
1682,jitter,0.0400,21270835,2.576951,0.361645,5.348487,0.043512,0.384845,1.000000,0,0
1683,jitter,0.0400,21270836,2.598099,0.364613,5.428289,0.044399,0.384845,1.000000,0,0
1684,jitter,0.0400,21270837,2.589770,0.363444,5.409835,0.043808,0.384845,1.000000,0,0
1685,jitter,0.0400,21270838,2.594712,0.364138,5.463367,0.044598,0.384845,1.000000,0,0
1686,jitter,0.0400,21270839,2.602823,0.365276,5.493323,0.044857,0.384845,1.000000,0,0
1687,jitter,0.0400,21270840,2.588700,0.363294,5.416607,0.044054,0.384845,1.000000,0,0
1688,jitter,0.0400,21270841,2.594832,0.364155,5.472095,0.045155,0.384845,1.000000,0,0
1689,jitter,0.0400,21270842,2.576185,0.361538,5.346256,0.043680,0.384845,1.000000,0,0
1690,jitter,0.0400,21270843,2.595751,0.364283,5.463121,0.045135,0.384845,1.000000,0,0
1691,jitter,0.0400,21270844,2.581225,0.362245,5.377341,0.044457,0.384845,1.000000,0,0
1692,jitter,0.0400,21270845,2.590704,0.363575,5.420513,0.044694,0.384845,1.000000,0,0
1693,jitter,0.0400,21270846,2.594952,0.364171,5.458112,0.044777,0.384845,1.000000,0,0
1694,jitter,0.0400,21270847,2.585116,0.362791,5.424317,0.044639,0.384845,1.000000,0,0
1695,jitter,0.0400,21270848,2.591302,0.363659,5.492767,0.044928,0.384845,1.000000,0,0
1696,jitter,0.0400,21270849,2.584868,0.362756,5.415740,0.043778,0.384845,1.000000,0,0
1697,jitter,0.0400,21270850,2.582254,0.362389,5.403768,0.044536,0.384845,1.000000,0,0
1698,jitter,0.0400,21270851,2.598571,0.364679,5.470394,0.045101,0.384845,1.000000,0,0
1699,jitter,0.0400,21270852,2.587470,0.363121,5.387175,0.044129,0.384845,1.000000,0,0
1700,jitter,0.0400,21270853,2.586469,0.362981,5.499360,0.045039,0.384845,1.000000,0,0
1701,jitter,0.0400,21270854,2.588611,0.363281,5.454373,0.044568,0.384845,1.000000,0,0
1702,jitter,0.0400,21270855,2.599714,0.364840,5.466380,0.044798,0.384845,1.000000,0,0
1703,jitter,0.0400,21270856,2.607586,0.365944,5.549151,0.045425,0.384845,1.000000,0,0
1704,jitter,0.0400,21270857,2.589289,0.363377,5.430215,0.044385,0.384845,1.000000,0,0
1705,jitter,0.0400,21270858,2.592612,0.363843,5.462535,0.045078,0.384845,1.000000,0,0
1706,jitter,0.0400,21270859,2.593881,0.364021,5.441355,0.044352,0.384845,1.000000,0,0
1707,jitter,0.0400,21270860,2.591289,0.363657,5.439807,0.044524,0.384845,1.000000,0,0
1708,jitter,0.0400,21270861,2.580305,0.362116,5.346658,0.043703,0.384845,1.000000,0,0
1709,jitter,0.0400,21270862,2.580998,0.362213,5.375682,0.043868,0.384845,1.000000,0,0
1710,jitter,0.0400,21270863,2.596400,0.364375,5.470868,0.044944,0.384845,1.000000,0,0
1711,jitter,0.0600,21280784,2.622112,0.367983,5.714480,0.047760,0.384845,1.000000,0,0
1712,jitter,0.0600,21280785,2.607724,0.365964,5.619699,0.047121,0.384845,1.000000,0,0
1713,jitter,0.0600,21280786,2.607620,0.365949,5.627600,0.047176,0.384845,1.000000,0,0
1714,jitter,0.0600,21280787,2.602980,0.365298,5.602804,0.047319,0.384845,1.000000,0,0
1715,jitter,0.0600,21280788,2.613081,0.366716,5.678747,0.047729,0.384845,1.000000,0,0
1716,jitter,0.0600,21280789,2.612425,0.366623,5.649097,0.047058,0.384845,1.000000,0,0
1717,jitter,0.0600,21280790,2.631181,0.369256,5.748841,0.047805,0.384845,1.000000,0,0
1718,jitter,0.0600,21280791,2.617591,0.367348,5.608523,0.047296,0.384845,1.000000,0,0
1719,jitter,0.0600,21280792,2.615913,0.367113,5.681547,0.047742,0.384845,1.000000,0,0
1720,jitter,0.0600,21280793,2.625299,0.368430,5.743778,0.048224,0.384845,1.000000,0,0
1721,jitter,0.0600,21280794,2.601390,0.365075,5.581622,0.047386,0.384845,1.000000,0,0
1722,jitter,0.0600,21280795,2.608748,0.366107,5.663176,0.047594,0.384845,1.000000,0,0
1723,jitter,0.0600,21280796,2.612724,0.366665,5.670784,0.047885,0.384845,1.000000,0,0
1724,jitter,0.0600,21280797,2.615349,0.367034,5.665967,0.047603,0.384845,1.000000,0,0
1725,jitter,0.0600,21280798,2.619149,0.367567,5.657321,0.046818,0.384845,1.000000,0,0
1726,jitter,0.0600,21280799,2.621747,0.367932,5.712476,0.047502,0.384845,1.000000,0,0
1727,jitter,0.0600,21280800,2.621028,0.367831,5.692802,0.047624,0.384845,1.000000,0,0
1728,jitter,0.0600,21280801,2.613260,0.366741,5.607026,0.046556,0.384845,1.000000,0,0
1729,jitter,0.0600,21280802,2.626798,0.368641,5.678349,0.048149,0.384845,1.000000,0,0
1730,jitter,0.0600,21280803,2.622046,0.367974,5.689471,0.047378,0.384845,1.000000,0,0
1731,jitter,0.0600,21280804,2.615367,0.367036,5.598243,0.047019,0.384845,1.000000,0,0
1732,jitter,0.0600,21280805,2.608262,0.366039,5.602953,0.047354,0.384845,1.000000,0,0
1733,jitter,0.0600,21280806,2.612945,0.366696,5.678121,0.048125,0.384845,1.000000,0,0
1734,jitter,0.0600,21280807,2.617637,0.367355,5.718539,0.048694,0.384845,1.000000,0,0
1735,jitter,0.0600,21280808,2.620350,0.367736,5.693396,0.047975,0.384845,1.000000,0,0
1736,jitter,0.0600,21280809,2.614778,0.366954,5.642065,0.046896,0.384845,1.000000,0,0
1737,jitter,0.0600,21280810,2.609547,0.366220,5.608611,0.047146,0.384845,1.000000,0,0
1738,jitter,0.0600,21280811,2.622399,0.368023,5.705031,0.048166,0.384845,1.000000,0,0
1739,jitter,0.0600,21280812,2.607270,0.365900,5.638962,0.047380,0.384845,1.000000,0,0
1740,jitter,0.0600,21280813,2.613232,0.366737,5.659570,0.047398,0.384845,1.000000,0,0
1741,jitter,0.0600,21280814,2.613744,0.366809,5.676273,0.048065,0.384845,1.000000,0,0
1742,jitter,0.0600,21280815,2.618759,0.367512,5.678191,0.048211,0.384845,1.000000,0,0
1743,jitter,0.0600,21280816,2.599698,0.364837,5.572601,0.047154,0.384845,1.000000,0,0
1744,jitter,0.0600,21280817,2.618089,0.367418,5.631138,0.047384,0.384845,1.000000,0,0
1745,jitter,0.0600,21280818,2.619776,0.367655,5.628774,0.047615,0.384845,1.000000,0,0
1746,jitter,0.0600,21280819,2.616062,0.367134,5.610886,0.046863,0.384845,1.000000,0,0
1747,jitter,0.0600,21280820,2.629355,0.368999,5.741459,0.048706,0.384845,1.000000,0,0
1748,jitter,0.0600,21280821,2.608598,0.366086,5.615676,0.046971,0.384845,1.000000,0,0
1749,jitter,0.0600,21280822,2.616909,0.367253,5.702317,0.047907,0.384845,1.000000,0,0
1750,jitter,0.0600,21280823,2.614543,0.366921,5.645528,0.046866,0.384845,1.000000,0,0
1751,jitter,0.0600,21280824,2.597689,0.364555,5.616841,0.046394,0.384845,1.000000,0,0
1752,jitter,0.0600,21280825,2.610558,0.366361,5.600198,0.046565,0.384845,1.000000,0,0
1753,jitter,0.0600,21280826,2.614571,0.366925,5.677525,0.047478,0.384845,1.000000,0,0
1754,jitter,0.0600,21280827,2.620028,0.367690,5.672103,0.047276,0.384845,1.000000,0,0
1755,jitter,0.0600,21280828,2.625989,0.368527,5.703328,0.047952,0.384845,1.000000,0,0
1756,jitter,0.0600,21280829,2.605806,0.365695,5.603328,0.047176,0.384845,1.000000,0,0
1757,jitter,0.0600,21280830,2.615991,0.367124,5.650567,0.046663,0.384845,1.000000,0,0
1758,jitter,0.0600,21280831,2.625108,0.368403,5.718127,0.048097,0.384845,1.000000,0,0
1759,jitter,0.0600,21280832,2.616441,0.367187,5.717491,0.047972,0.384845,1.000000,0,0
1760,jitter,0.0600,21280833,2.626274,0.368567,5.709510,0.048464,0.384845,1.000000,0,0
1761,jitter,0.0600,21280834,2.618705,0.367505,5.655775,0.048242,0.384845,1.000000,0,0
1762,jitter,0.0600,21280835,2.611267,0.366461,5.658918,0.047257,0.384845,1.000000,0,0
1763,jitter,0.0600,21280836,2.614783,0.366954,5.677027,0.047248,0.384845,1.000000,0,0
1764,jitter,0.0600,21280837,2.629770,0.369058,5.717524,0.047813,0.384845,1.000000,0,0
1765,jitter,0.0600,21280838,2.615689,0.367082,5.671315,0.047158,0.384845,1.000000,0,0
1766,jitter,0.0600,21280839,2.612648,0.366655,5.656207,0.047623,0.384845,1.000000,0,0
1767,jitter,0.0600,21280840,2.614101,0.366859,5.697399,0.048093,0.384845,1.000000,0,0
1768,jitter,0.0600,21280841,2.625616,0.368475,5.705133,0.048176,0.384845,1.000000,0,0
1769,jitter,0.0600,21280842,2.612760,0.366670,5.609825,0.048015,0.384845,1.000000,0,0
1770,jitter,0.0600,21280843,2.609338,0.366190,5.643525,0.047220,0.384845,1.000000,0,0
1771,jitter,0.0600,21280844,2.624133,0.368267,5.772008,0.048775,0.384845,1.000000,0,0
1772,jitter,0.0600,21280845,2.612635,0.366653,5.634043,0.047306,0.384845,1.000000,0,0
1773,jitter,0.0600,21280846,2.621253,0.367862,5.684873,0.047794,0.384845,1.000000,0,0
1774,jitter,0.0600,21280847,2.623520,0.368180,5.702227,0.047798,0.384845,1.000000,0,0
1775,jitter,0.0600,21280848,2.619950,0.367679,5.708553,0.048027,0.384845,1.000000,0,0
1776,jitter,0.0600,21280849,2.605209,0.365611,5.622396,0.047159,0.384845,1.000000,0,0
1777,jitter,0.0600,21280850,2.605335,0.365629,5.578940,0.047204,0.384845,1.000000,0,0
1778,jitter,0.0600,21280851,2.609083,0.366154,5.638505,0.047127,0.384845,1.000000,0,0
1779,jitter,0.0600,21280852,2.605320,0.365626,5.616640,0.047554,0.384845,1.000000,0,0
1780,jitter,0.0600,21280853,2.602854,0.365280,5.674448,0.047774,0.384845,1.000000,0,0
1781,jitter,0.0600,21280854,2.612172,0.366588,5.595633,0.047830,0.384845,1.000000,0,0
1782,jitter,0.0600,21280855,2.609805,0.366256,5.667087,0.047128,0.384845,1.000000,0,0
1783,jitter,0.0600,21280856,2.617015,0.367268,5.679434,0.048083,0.384845,1.000000,0,0
1784,jitter,0.0600,21280857,2.616396,0.367181,5.656819,0.047597,0.384845,1.000000,0,0
1785,jitter,0.0600,21280858,2.619961,0.367681,5.635728,0.047092,0.384845,1.000000,0,0
1786,jitter,0.0600,21280859,2.616554,0.367203,5.644583,0.047029,0.384845,1.000000,0,0
1787,jitter,0.0600,21280860,2.625130,0.368406,5.710846,0.047849,0.384845,1.000000,0,0
1788,jitter,0.0600,21280861,2.616988,0.367264,5.686516,0.047919,0.384845,1.000000,0,0
1789,jitter,0.0600,21280862,2.610570,0.366363,5.656147,0.048331,0.384845,1.000000,0,0
1790,jitter,0.0600,21280863,2.618301,0.367448,5.683564,0.047334,0.384845,1.000000,0,0
1791,jitter,0.0800,21290784,2.622965,0.368103,5.786807,0.049927,0.384845,1.000000,0,0
1792,jitter,0.0800,21290785,2.619763,0.367653,5.757025,0.049345,0.384845,1.000000,0,0
1793,jitter,0.0800,21290786,2.628343,0.368857,5.808654,0.049803,0.384845,1.000000,0,0
1794,jitter,0.0800,21290787,2.634323,0.369697,5.835589,0.049326,0.384845,1.000000,0,0
1795,jitter,0.0800,21290788,2.635155,0.369813,5.807644,0.049982,0.384845,1.000000,0,0
1796,jitter,0.0800,21290789,2.630334,0.369137,5.796701,0.049539,0.384845,1.000000,0,0
1797,jitter,0.0800,21290790,2.630226,0.369122,5.807606,0.049986,0.384845,1.000000,0,0
1798,jitter,0.0800,21290791,2.614679,0.366940,5.738276,0.049841,0.384845,1.000000,0,0
1799,jitter,0.0800,21290792,2.619759,0.367653,5.779537,0.050061,0.384845,1.000000,0,0
1800,jitter,0.0800,21290793,2.629241,0.368983,5.784574,0.049423,0.384845,1.000000,0,0
1801,jitter,0.0800,21290794,2.636479,0.369999,5.816141,0.050073,0.384845,1.000000,0,0
1802,jitter,0.0800,21290795,2.618774,0.367515,5.714143,0.048885,0.384845,1.000000,0,0
1803,jitter,0.0800,21290796,2.612551,0.366641,5.683100,0.048529,0.384845,1.000000,0,0
1804,jitter,0.0800,21290797,2.638393,0.370268,5.818786,0.050067,0.384845,1.000000,0,0
1805,jitter,0.0800,21290798,2.637931,0.370203,5.788653,0.049404,0.384845,1.000000,0,0
1806,jitter,0.0800,21290799,2.629579,0.369031,5.798413,0.049809,0.384845,1.000000,0,0
1807,jitter,0.0800,21290800,2.625569,0.368468,5.753741,0.049086,0.384845,1.000000,0,0
1808,jitter,0.0800,21290801,2.606061,0.365730,5.743476,0.049740,0.384845,1.000000,0,0
1809,jitter,0.0800,21290802,2.611001,0.366424,5.733443,0.049536,0.384845,1.000000,0,0
1810,jitter,0.0800,21290803,2.620886,0.367811,5.814554,0.049991,0.384845,1.000000,0,0
1811,jitter,0.0800,21290804,2.622902,0.368094,5.789526,0.050852,0.384845,1.000000,0,0
1812,jitter,0.0800,21290805,2.620289,0.367727,5.829549,0.049720,0.384845,1.000000,0,0
1813,jitter,0.0800,21290806,2.617902,0.367392,5.721027,0.049749,0.384845,1.000000,0,0
1814,jitter,0.0800,21290807,2.617622,0.367353,5.774967,0.049238,0.384845,1.000000,0,0
1815,jitter,0.0800,21290808,2.628233,0.368842,5.800247,0.049564,0.384845,1.000000,0,0
1816,jitter,0.0800,21290809,2.635636,0.369881,5.831864,0.050240,0.384845,1.000000,0,0
1817,jitter,0.0800,21290810,2.630425,0.369150,5.802666,0.050189,0.384845,1.000000,0,0
1818,jitter,0.0800,21290811,2.632720,0.369472,5.872192,0.050368,0.384845,1.000000,0,0
1819,jitter,0.0800,21290812,2.620807,0.367800,5.819729,0.050162,0.384845,1.000000,0,0
1820,jitter,0.0800,21290813,2.627233,0.368702,5.765047,0.049542,0.384845,1.000000,0,0
1821,jitter,0.0800,21290814,2.620971,0.367823,5.781612,0.050121,0.384845,1.000000,0,0
1822,jitter,0.0800,21290815,2.626550,0.368606,5.779109,0.049844,0.384845,1.000000,0,0
1823,jitter,0.0800,21290816,2.627795,0.368780,5.814162,0.049779,0.384845,1.000000,0,0
1824,jitter,0.0800,21290817,2.607647,0.365953,5.746346,0.049833,0.384845,1.000000,0,0
1825,jitter,0.0800,21290818,2.629226,0.368981,5.770113,0.049334,0.384845,1.000000,0,0
1826,jitter,0.0800,21290819,2.621388,0.367881,5.785178,0.050002,0.384845,1.000000,0,0
1827,jitter,0.0800,21290820,2.613551,0.366782,5.776971,0.049105,0.384845,1.000000,0,0
1828,jitter,0.0800,21290821,2.630147,0.369111,5.771993,0.050300,0.384845,1.000000,0,0
1829,jitter,0.0800,21290822,2.616642,0.367215,5.729869,0.049474,0.384845,1.000000,0,0
1830,jitter,0.0800,21290823,2.619493,0.367615,5.795084,0.050298,0.384845,1.000000,0,0
1831,jitter,0.0800,21290824,2.611221,0.366455,5.732823,0.049487,0.384845,1.000000,0,0
1832,jitter,0.0800,21290825,2.632072,0.369381,5.829266,0.050270,0.384845,1.000000,0,0
1833,jitter,0.0800,21290826,2.621204,0.367855,5.774471,0.048929,0.384845,1.000000,0,0
1834,jitter,0.0800,21290827,2.639876,0.370476,5.845418,0.050545,0.384845,1.000000,0,0
1835,jitter,0.0800,21290828,2.631384,0.369284,5.789024,0.050068,0.384845,1.000000,0,0
1836,jitter,0.0800,21290829,2.615929,0.367115,5.683629,0.048404,0.384845,1.000000,0,0
1837,jitter,0.0800,21290830,2.626786,0.368639,5.804424,0.049560,0.384845,1.000000,0,0
1838,jitter,0.0800,21290831,2.615683,0.367081,5.772850,0.048999,0.384845,1.000000,0,0
1839,jitter,0.0800,21290832,2.627706,0.368768,5.805671,0.049653,0.384845,1.000000,0,0
1840,jitter,0.0800,21290833,2.631564,0.369309,5.770797,0.049510,0.384845,1.000000,0,0
1841,jitter,0.0800,21290834,2.619457,0.367610,5.750705,0.049146,0.384845,1.000000,0,0
1842,jitter,0.0800,21290835,2.621303,0.367869,5.791167,0.049225,0.384845,1.000000,0,0
1843,jitter,0.0800,21290836,2.613944,0.366837,5.667565,0.049108,0.384845,1.000000,0,0
1844,jitter,0.0800,21290837,2.615961,0.367120,5.757494,0.049862,0.384845,1.000000,0,0
1845,jitter,0.0800,21290838,2.612126,0.366582,5.724408,0.049163,0.384845,1.000000,0,0
1846,jitter,0.0800,21290839,2.634951,0.369785,5.833671,0.049685,0.384845,1.000000,0,0
1847,jitter,0.0800,21290840,2.625258,0.368424,5.816772,0.049385,0.384845,1.000000,0,0
1848,jitter,0.0800,21290841,2.618716,0.367506,5.736786,0.049475,0.384845,1.000000,0,0
1849,jitter,0.0800,21290842,2.628665,0.368903,5.771536,0.049243,0.384845,1.000000,0,0
1850,jitter,0.0800,21290843,2.630720,0.369191,5.754192,0.049110,0.384845,1.000000,0,0
1851,jitter,0.0800,21290844,2.617070,0.367275,5.772265,0.049962,0.384845,1.000000,0,0
1852,jitter,0.0800,21290845,2.625266,0.368426,5.792880,0.049793,0.384845,1.000000,0,0
1853,jitter,0.0800,21290846,2.615728,0.367087,5.688417,0.048712,0.384845,1.000000,0,0
1854,jitter,0.0800,21290847,2.628546,0.368886,5.738480,0.049484,0.384845,1.000000,0,0
1855,jitter,0.0800,21290848,2.614418,0.366903,5.748604,0.049688,0.384845,1.000000,0,0
1856,jitter,0.0800,21290849,2.620197,0.367714,5.775889,0.048957,0.384845,1.000000,0,0
1857,jitter,0.0800,21290850,2.631089,0.369243,5.786511,0.049517,0.384845,1.000000,0,0
1858,jitter,0.0800,21290851,2.623132,0.368126,5.774790,0.049954,0.384845,1.000000,0,0
1859,jitter,0.0800,21290852,2.637386,0.370126,5.813169,0.049719,0.384845,1.000000,0,0
